rgn_id,year,sector,count
1,2003,mar,3616.375
1,2004,mar,3872
1,2005,mar,4208.666667
1,2006,mar,4300
1,2007,mar,4360.666667
1,2008,mar,4198
1,2009,mar,4269.166667
1,2010,mar,4222.833333
1,2011,mar,4594.166667
1,2008,tour,742000
1,2009,tour,752166.6667
1,2010,tour,795833.3333
1,2011,tour,836000
2,2003,mar,3616.375
2,2004,mar,3872
2,2005,mar,4208.666667
2,2006,mar,4300
2,2007,mar,4360.666667
2,2008,mar,4198
2,2009,mar,4269.166667
2,2010,mar,4222.833333
2,2011,mar,4594.166667
2,2008,tour,742000
2,2009,tour,752166.6667
2,2010,tour,795833.3333
2,2011,tour,836000
3,2003,mar,3616.375
3,2004,mar,3872
3,2005,mar,4208.666667
3,2006,mar,4300
3,2007,mar,4360.666667
3,2008,mar,4198
3,2009,mar,4269.166667
3,2010,mar,4222.833333
3,2011,mar,4594.166667
3,2008,tour,742000
3,2009,tour,752166.6667
3,2010,tour,795833.3333
3,2011,tour,836000
4,2003,mar,3616.375
4,2004,mar,3872
4,2005,mar,4208.666667
4,2006,mar,4300
4,2007,mar,4360.666667
4,2008,mar,4198
4,2009,mar,4269.166667
4,2010,mar,4222.833333
4,2011,mar,4594.166667
4,2008,tour,742000
4,2009,tour,752166.6667
4,2010,tour,795833.3333
4,2011,tour,836000
5,2003,mar,3616.375
5,2004,mar,3872
5,2005,mar,4208.666667
5,2006,mar,4300
5,2007,mar,4360.666667
5,2008,mar,4198
5,2009,mar,4269.166667
5,2010,mar,4222.833333
5,2011,mar,4594.166667
5,2008,tour,742000
5,2009,tour,752166.6667
5,2010,tour,795833.3333
5,2011,tour,836000
6,2003,mar,3616.375
6,2004,mar,3872
6,2005,mar,4208.666667
6,2006,mar,4300
6,2007,mar,4360.666667
6,2008,mar,4198
6,2009,mar,4269.166667
6,2010,mar,4222.833333
6,2011,mar,4594.166667
6,2008,tour,742000
6,2009,tour,752166.6667
6,2010,tour,795833.3333
6,2011,tour,836000
